ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2019.0;1.0;2019-01-01;BRASPINE;AGUA DOCE;PR;JAGUARIAIVA;238,97;121,99;252,75;23,00;80,57;16,58;38,50;30,63;99,84;0,00;0,00;2,56
2019.0;1.0;2019-01-01;BRASPINE;AMATA;;;;;263,90;24,84;80,03;18,11;32,92;34,20;99,99;0,00;0,00;1,68
2019.0;1.0;2019-01-01;BRASPINE;ANTA BRAVA;;;;;212,87;25,72;76,14;19,24;33,74;33,94;97,44;0,00;0,00;0,71
2019.0;1.0;2019-01-01;BRASPINE;ARAPONGAS;PR;SENGES;423,34;263,70;258,75;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;ARROIO CLARO;PR;DOUTOR ULYSSES;275,14;92,00;248,61;23,26;83,05;16,87;34,55;31,79;100,00;0,00;0,00;6,03
2019.0;1.0;2019-01-01;BRASPINE;BARRA GRANDE;PR;DOUTOR ULYSSES;493,79;139,68;253,46;23,65;83,17;17,10;35,21;32,35;100,00;0,00;0,00;1,61
2019.0;1.0;2019-01-01;BRASPINE;BARRA GRANDE - BEMAIS;PR;GUARAPUAVA;299,16;108,61;214,47;21,95;84,29;16,28;43,56;29,70;99,99;0,00;0,00;13,74
2019.0;1.0;2019-01-01;BRASPINE;BARRETOS;PR;JAGUARIAIVA;43,35;32,98;267,54;23,11;82,07;16,49;36,08;31,17;99,97;0,00;0,00;0,98
2019.0;1.0;2019-01-01;BRASPINE;BAU;;;;;207,54;21,90;84,44;17,04;48,13;28,64;99,66;0,00;0,00;27,47
2019.0;1.0;2019-01-01;BRASPINE;BOA VISTA II;PR;PIRAI DO SUL;944,00;535,05;253,54;23,15;81,17;16,81;37,68;31,00;99,96;0,00;0,00;0,32
2019.0;1.0;2019-01-01;BRASPINE;BRASILEIRA;;;;;250,13;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;BURACAO;;;;;238,71;22,95;81,53;16,28;38,97;30,88;99,87;0,00;0,00;12,60
2019.0;1.0;2019-01-01;BRASPINE;BURRINHO;PR;DOUTOR ULYSSES;211,01;100,37;248,35;23,26;83,05;16,87;34,55;31,79;100,00;0,00;0,00;6,03
2019.0;1.0;2019-01-01;BRASPINE;CADEADO I;PR;JAGUARIAIVA;21,07;12,29;256,72;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;CADEADO II;PR;JAGUARIAIVA;21,88;16,79;256,72;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;CAMPINA ALTA;PR;TIBAGI;29,77;18,24;158,13;23,55;81,85;17,48;39,26;31,80;99,90;0,00;0,00;9,48
2019.0;1.0;2019-01-01;BRASPINE;CAMPINA DO ELIAS;PR;JAGUARIAIVA;29,17;14,65;258,21;23,02;82,27;16,34;35,99;31,07;99,98;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;CAMPO NOVO;PR;JAGUARIAIVA;295,98;156,36;266,94;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;CONSULTORIA II A;PR;DOUTOR ULYSSES;89,62;60,79;239,94;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;DINIZ;;;;;243,00;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;ENES;PR;JAGUARIAIVA;5,93;5,69;267,89;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;ENGENHARIA;;;;;243,00;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;ESTACAO;PR;SENGES;4,76;4,14;239,55;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;FAXINAL;PR;JAGUARIAIVA;20,65;20,65;267,89;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;FEITAL;PR;DOUTOR ULYSSES;154,17;86,53;248,33;23,26;83,03;16,85;35,40;31,70;100,00;0,00;0,00;0,32
2019.0;1.0;2019-01-01;BRASPINE;FIGUEIRA;PR;DOUTOR ULYSSES;1053,81;315,71;245,90;23,26;83,05;16,87;34,55;31,79;100,00;0,00;0,00;6,03
2019.0;1.0;2019-01-01;BRASPINE;FIGUEIRINHA;PR;DOUTOR ULYSSES;94,37;56,74;256,14;23,26;83,05;16,87;34,55;31,79;100,00;0,00;0,00;6,03
2019.0;1.0;2019-01-01;BRASPINE;FLOEMA;PR;DOUTOR ULYSSES;2189,88;701,43;255,57;22,68;82,93;15,96;35,13;30,83;100,00;0,00;0,00;5,30
2019.0;1.0;2019-01-01;BRASPINE;FLOEMA I - SUDATI;;;;;237,47;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;FLOEMA II - SUDATI;PR;DOUTOR ULYSSES;453,83;211,13;241,96;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;FLOR DA SERRA;PR;SAO JOSE DA BOA VISTA;209,10;128,72;189,91;24,90;75,12;18,68;35,95;32,84;98,51;0,00;0,00;0,01
2019.0;1.0;2019-01-01;BRASPINE;GENTIL;PR;JAGUARIAIVA;126,77;53,33;252,23;22,70;80,38;16,19;38,23;30,18;99,74;0,00;0,00;6,32
2019.0;1.0;2019-01-01;BRASPINE;GUAIRACA;PR;GUARAPUAVA;623,62;169,31;204,57;22,18;83,85;16,25;43,35;30,00;99,98;0,00;0,00;21,28
2019.0;1.0;2019-01-01;BRASPINE;HERVAL 2 - MADALOSSO;;;;;239,81;22,95;81,53;16,28;38,97;30,88;99,87;0,00;0,00;12,60
2019.0;1.0;2019-01-01;BRASPINE;HERVAL DE BAIXO;PR;RESERVA;827,29;475,92;164,89;23,49;82,50;17,53;39,37;31,66;99,84;0,00;0,00;2,79
2019.0;1.0;2019-01-01;BRASPINE;HORTO 01;PR;TURVO;19,12;19,12;208,95;22,67;84,37;16,87;46,08;30,16;99,81;0,00;0,00;5,52
2019.0;1.0;2019-01-01;BRASPINE;HORTO 02;PR;TURVO;4,24;4,24;210,82;22,67;84,37;16,87;46,08;30,16;99,81;0,00;0,00;5,52
2019.0;1.0;2019-01-01;BRASPINE;HORTO 03;PR;PRUDENTOPOLIS;80,91;25,89;197,82;23,27;83,02;17,28;42,53;31,28;99,94;0,00;0,00;3,49
2019.0;1.0;2019-01-01;BRASPINE;HORTO 08;PR;TURVO;9,53;9,53;213,73;23,27;83,02;17,28;42,53;31,28;99,94;0,00;0,00;3,49
2019.0;1.0;2019-01-01;BRASPINE;HORTO 12;PR;PRUDENTOPOLIS;12,20;12,20;190,10;23,27;83,02;17,28;42,53;31,28;99,94;0,00;0,00;3,49
2019.0;1.0;2019-01-01;BRASPINE;IZAU;PR;PIRAI DO SUL;19,37;11,60;253,92;22,78;80,65;16,29;36,96;30,39;99,74;0,00;0,00;0,79
2019.0;1.0;2019-01-01;BRASPINE;JOAO RICO;PR;JAGUARIAIVA;47,46;26,18;254,53;23,00;80,57;16,58;38,50;30,63;99,84;0,00;0,00;2,56
2019.0;1.0;2019-01-01;BRASPINE;LAGOA;PR;JAGUARIAIVA;24,10;10,78;252,23;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;MARACANA;PR;JANDAIA DO SUL;11,45;11,45;94,11;24,90;80,43;19,85;40,04;32,77;99,86;0,00;0,00;1,06
2019.0;1.0;2019-01-01;BRASPINE;MARRECA;;;;;246,12;23,26;83,05;16,87;34,55;31,79;100,00;0,00;0,00;6,03
2019.0;1.0;2019-01-01;BRASPINE;MARRECA SP;SP;ITAPIRAPUA PAULISTA;675,30;236,19;272,40;24,08;83,02;17,39;34,47;33,08;100,00;0,00;0,00;2,46
2019.0;1.0;2019-01-01;BRASPINE;MARRECAS;;;;;206,00;21,38;85,02;15,72;44,77;28,81;100,00;0,00;0,00;1,84
2019.0;1.0;2019-01-01;BRASPINE;MERCADINHO;;;;;255,44;23,95;81,70;17,38;32,92;32,91;100,00;0,00;0,00;3,26
2019.0;1.0;2019-01-01;BRASPINE;MONTE ALEGRE;;;;;102,57;25,59;77,98;20,48;37,36;33,68;99,80;0,00;0,00;0,51
2019.0;1.0;2019-01-01;BRASPINE;MONTE TABOR II;;;;;240,95;23,21;83,97;17,24;37,40;31,84;100,00;0,00;0,00;0,55
2019.0;1.0;2019-01-01;BRASPINE;MOREIRA;PR;DOUTOR ULYSSES;230,52;68,68;241,96;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;MOREIRAS II;PR;DOUTOR ULYSSES;66,76;28,75;239,67;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;MORRETES;PR;ORTIGUEIRA;20,36;20,36;168,71;23,99;82,27;18,04;38,20;32,27;99,86;0,00;0,00;5,59
2019.0;1.0;2019-01-01;BRASPINE;MORRO AZUL;;;;;247,75;23,41;82,84;17,11;35,45;32,29;100,00;0,00;0,00;5,13
2019.0;1.0;2019-01-01;BRASPINE;OURO FINO;SP;APIAI;51,70;51,70;253,79;23,07;83,75;17,14;36,53;31,78;100,00;0,00;0,00;334,86
2019.0;1.0;2019-01-01;BRASPINE;PALMEIRINHA DE BAIXO - SOSSEGO;PR;SENGES;85,93;9,22;234,99;22,72;80,81;16,64;36,35;30,63;99,81;0,00;0,00;7,29
2019.0;1.0;2019-01-01;BRASPINE;PAZIN;PR;DOUTOR ULYSSES;41,20;23,90;250,82;23,26;83,05;16,87;34,55;31,79;100,00;0,00;0,00;6,03
2019.0;1.0;2019-01-01;BRASPINE;PEDRAS;PR;CASTRO;7,18;7,18;219,39;22,84;81,37;16,56;39,61;30,40;99,70;0,00;0,00;0,45
2019.0;1.0;2019-01-01;BRASPINE;PESCARIA;PR;SAO JOSE DA BOA VISTA;184,57;129,22;199,88;25,22;74,04;18,59;32,91;33,51;98,94;0,00;0,00;0,24
2019.0;1.0;2019-01-01;BRASPINE;PESSEGUEIRO;PR;DOUTOR ULYSSES;109,95;64,79;237,42;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;PITANGA;;;;;218,02;22,67;83,10;17,66;44,28;29,61;99,78;0,00;0,00;7,11
2019.0;1.0;2019-01-01;BRASPINE;QUEIMADINHO ARROIO CLARO;PR;DOUTOR ULYSSES;48,13;19,09;250,13;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;QUEIMADINHO M6042;PR;DOUTOR ULYSSES;48,38;18,50;250,13;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;QUEIMADINHO USUCAPIAO;PR;DOUTOR ULYSSES;200,27;92,43;250,13;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;RAMOS;PR;SENGES;69,83;38,15;237,47;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;BRASPINE;RIBEIRAO GRANDE;PR;JAGUARIAIVA;20,77;20,77;248,01;22,78;80,65;16,29;36,96;30,39;99,74;0,00;0,00;0,79
2019.0;1.0;2019-01-01;BRASPINE;RINCAO DE BAIXO;;;;;167,44;23,16;78,73;16,52;35,93;31,01;99,49;0,00;0,00;3,82
2019.0;1.0;2019-01-01;BRASPINE;RIO BOMBA;PR;CERRO AZUL;65,03;37,72;255,61;24,29;80,62;17,64;33,28;33,25;99,99;0,00;0,00;2,78
2019.0;1.0;2019-01-01;BRASPINE;RIO DO MEIO;PR;DOUTOR ULYSSES;712,33;389,13;242,47;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;RONDON;PR;JAGUARIAIVA;2899,24;1475,88;241,81;22,74;81,41;16,41;37,45;30,38;99,87;0,00;0,00;0,01
2019.0;1.0;2019-01-01;BRASPINE;SANTA FELICIDADE;;;;;258,11;24,54;82,87;17,48;34,17;33,88;100,00;0,00;0,00;4,42
2019.0;1.0;2019-01-01;BRASPINE;SANTA LIDIA DO CERCADINHO;;;;;165,33;22,78;78,86;16,23;36,43;30,38;99,45;0,00;0,00;3,55
2019.0;1.0;2019-01-01;BRASPINE;SANTO ANTONIO;;;;;243,03;22,82;80,97;16,82;36,03;31,15;100,00;0,00;0,00;1,64
2019.0;1.0;2019-01-01;BRASPINE;SAO JOSE;PR;JANDAIA DO SUL;37,56;37,56;101,92;25,38;78,53;20,29;38,15;33,38;99,86;0,00;0,00;1,07
2019.0;1.0;2019-01-01;BRASPINE;SAO MATHEUS;;;;;213,19;27,14;74,41;21,57;30,48;36,33;99,09;0,00;0,00;1,07
2019.0;1.0;2019-01-01;BRASPINE;SAO PEDRO E SAO PAULO;PR;SAPOPEMA;709,13;323,93;135,90;23,81;78,97;17,86;36,68;31,18;99,53;0,00;0,00;3,43
2019.0;1.0;2019-01-01;BRASPINE;SAO RAFAEL;;;;;243,79;23,07;80,02;17,29;38,66;31,57;99,54;0,00;0,00;1,19
2019.0;1.0;2019-01-01;BRASPINE;SAO RAFAEL - PB;;;;;265,36;23,23;83,43;17,36;35,91;32,02;100,00;0,00;0,00;5,95
2019.0;1.0;2019-01-01;BRASPINE;SERRARIA;PR;DOUTOR ULYSSES;280,88;117,71;243,34;22,97;82,99;16,42;34,84;31,31;100,00;0,00;0,00;5,66
2019.0;1.0;2019-01-01;BRASPINE;SERRO VERDE;;;;;215,64;22,26;83,18;17,46;46,45;29,22;99,59;0,00;0,00;4,78
2019.0;1.0;2019-01-01;BRASPINE;SERTAOZINHO;PR;DOUTOR ULYSSES;16,25;16,25;242,46;23,07;82,96;16,72;35,49;31,37;100,00;0,00;0,00;1,99
2019.0;1.0;2019-01-01;BRASPINE;SITIO BASILIO;PR;JAGUARIAIVA;8,08;8,08;251,62;22,75;80,35;16,27;38,70;30,23;99,75;0,00;0,00;4,58
2019.0;1.0;2019-01-01;BRASPINE;SITIO DAS MARRECAS;PR;DOUTOR ULYSSES;77,49;35,17;260,62;23,84;83,03;17,24;34,49;32,70;100,00;0,00;0,00;3,76
2019.0;1.0;2019-01-01;BRASPINE;SOBRADINHO;SP;BOM SUCESSO DE ITARARE;285,80;123,10;248,23;22,76;81,92;16,91;36,49;31,41;100,00;0,00;0,00;330,53
2019.0;1.0;2019-01-01;BRASPINE;TAQUARAL;PR;JAGUARIAIVA;519,13;31,07;262,06;22,99;81,27;16,72;38,71;30,67;99,99;0,00;0,00;4,27
2019.0;1.0;2019-01-01;BRASPINE;TUCUNDUVA;PR;SENGES;82,21;60,89;241,69;23,51;77,26;17,10;35,78;31,24;98,91;0,00;0,00;43,80
