ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2026.0;1.0;2026-01-01;Braspine;AGUA DOCE;PR;JAGUARIAIVA;238,97;121,99;73,41;20,04;83,43;12,51;41,18;28,35;99,82;8,00;0,00;1,95
2026.0;1.0;2026-01-01;Braspine;AMATA;PR;CERRO AZUL;185,76;185,76;135,22;22,46;80,10;13,10;36,65;31,58;99,96;3,00;0,00;4,24
2026.0;1.0;2026-01-01;Braspine;ANTA BRAVA;SP;PARANAPEMA;297,69;297,69;156,12;22,91;80,00;15,60;47,63;31,60;99,43;0,00;0,00;24,83
2026.0;1.0;2026-01-01;Braspine;ARAPONGAS;PR;SENGES;423,34;263,70;82,28;20,45;83,95;12,76;37,57;29,44;100,00;7,00;0,00;2,54
2026.0;1.0;2026-01-01;Braspine;ARROIO CLARO;PR;DOUTOR ULYSSES;275,14;92,00;92,95;20,73;83,52;12,10;37,66;29,78;100,00;7,00;0,00;2,31
2026.0;1.0;2026-01-01;Braspine;BARRA GRANDE;PR;DOUTOR ULYSSES;493,79;139,68;87,54;21,06;84,04;13,04;36,68;30,26;100,00;4,00;0,00;36,11
2026.0;1.0;2026-01-01;Braspine;BARRA GRANDE - BEMAIS;PR;GUARAPUAVA;299,16;108,61;125,84;20,05;79,85;11,56;43,17;27,97;99,96;9,00;0,00;13,31
2026.0;1.0;2026-01-01;Braspine;BARRETOS;PR;JAGUARIAIVA;43,35;32,98;87,02;20,21;84,04;12,45;39,56;28,98;99,93;8,00;0,00;2,38
2026.0;1.0;2026-01-01;Braspine;BAU;PR;CAMPINA SIMAO;191,57;191,57;120,72;19,96;79,76;11,88;42,26;27,48;99,83;9,00;0,00;1,50
2026.0;1.0;2026-01-01;Braspine;BOA VISTA II;PR;PIRAI DO SUL;944,00;535,05;93,80;20,08;83,60;12,27;40,58;28,53;99,94;8,00;0,00;2,24
2026.0;1.0;2026-01-01;Braspine;BRASILEIRA;PR;DOUTOR ULYSSES;586,16;220,19;86,99;20,45;83,95;12,76;37,57;29,44;100,00;7,00;0,00;2,54
2026.0;1.0;2026-01-01;Braspine;BRASILEIRA II;PR;DOUTOR ULYSSES;121,87;121,87;86,99;20,45;83,95;12,76;37,57;29,44;100,00;7,00;0,00;2,54
2026.0;1.0;2026-01-01;Braspine;BURACAO;PR;CASTRO;109,51;109,51;145,62;20,54;81,36;11,36;40,72;28,90;99,68;7,00;0,00;4,56
2026.0;1.0;2026-01-01;Braspine;BURRINHO;PR;DOUTOR ULYSSES;211,01;100,37;92,95;20,73;83,52;12,10;37,66;29,78;100,00;7,00;0,00;2,31
2026.0;1.0;2026-01-01;Braspine;CADEADO I;PR;JAGUARIAIVA;21,07;12,29;87,32;20,15;83,84;12,43;38,58;29,06;100,00;8,00;0,00;0,03
2026.0;1.0;2026-01-01;Braspine;CADEADO II;PR;JAGUARIAIVA;21,88;16,79;87,32;20,15;83,84;12,43;38,58;29,06;100,00;8,00;0,00;0,03
2026.0;1.0;2026-01-01;Braspine;CAMARINHAS - RIBAS;PR;CAMPO LARGO;245,87;90,30;102,34;20,20;81,65;12,27;41,93;28,28;99,67;7,00;0,00;2,46
2026.0;1.0;2026-01-01;Braspine;CAMPINA ALTA;PR;TIBAGI;29,77;18,24;80,06;21,43;80,14;12,71;44,25;29,78;99,83;4,00;0,00;18,26
2026.0;1.0;2026-01-01;Braspine;CAMPINA DO ELIAS;PR;JAGUARIAIVA;29,17;14,65;93,49;20,21;84,04;12,45;39,56;28,98;99,93;8,00;0,00;2,38
2026.0;1.0;2026-01-01;Braspine;CAMPO NOVO;PR;JAGUARIAIVA;295,98;156,36;84,85;20,15;83,84;12,43;38,58;29,06;100,00;8,00;0,00;0,03
2026.0;1.0;2026-01-01;Braspine;CHACARA BOA VISTA;PR;IMBAU;73,70;45,29;94,07;21,43;80,14;12,71;44,25;29,78;99,83;4,00;0,00;18,26
2026.0;1.0;2026-01-01;Braspine;CONSULTORIA II A;PR;DOUTOR ULYSSES;89,62;60,79;77,61;20,45;83,95;12,76;37,57;29,44;100,00;7,00;0,00;2,54
2026.0;1.0;2026-01-01;Braspine;DINIZ;PR;DOUTOR ULYSSES;27,35;27,35;78,35;20,45;83,95;12,76;37,57;29,44;100,00;7,00;0,00;2,54
2026.0;1.0;2026-01-01;Braspine;ENES;PR;JAGUARIAIVA;5,93;5,69;84,85;20,15;83,84;12,43;38,58;29,06;100,00;8,00;0,00;0,03
2026.0;1.0;2026-01-01;Braspine;ENGENHARIA;PR;DOUTOR ULYSSES;132,02;132,02;78,35;20,45;83,95;12,76;37,57;29,44;100,00;7,00;0,00;2,54
2026.0;1.0;2026-01-01;Braspine;ESTACAO;PR;SENGES;4,76;4,14;81,76;20,15;83,84;12,43;38,58;29,06;100,00;8,00;0,00;0,03
2026.0;1.0;2026-01-01;Braspine;FAXINAL;PR;JAGUARIAIVA;20,65;20,65;84,85;20,15;83,84;12,43;38,58;29,06;100,00;8,00;0,00;0,03
2026.0;1.0;2026-01-01;Braspine;FEITAL;PR;DOUTOR ULYSSES;154,17;86,53;91,60;20,45;83,95;12,76;37,57;29,44;100,00;7,00;0,00;2,54
