ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2009.0;1.0;2009-01-01;BRASPINE;AGUA DOCE;PR;JAGUARIAIVA;238,97;121,99;217,19;19,63;86,09;12,99;38,09;28,04;99,88;109,20;0,00;3,83
2009.0;1.0;2009-01-01;BRASPINE;AMATA;;;;;238,83;21,36;84,76;14,78;34,76;31,66;100,00;29,72;0,00;3,29
2009.0;1.0;2009-01-01;BRASPINE;ANTA BRAVA;;;;;251,89;22,31;82,85;16,09;44,01;31,62;99,47;0,00;0,00;1,75
2009.0;1.0;2009-01-01;BRASPINE;ARAPONGAS;PR;SENGES;423,34;263,70;223,07;19,79;87,22;13,22;38,03;29,28;100,00;96,45;0,00;4,59
2009.0;1.0;2009-01-01;BRASPINE;ARROIO CLARO;PR;DOUTOR ULYSSES;275,14;92,00;241,78;20,00;86,85;13,35;37,57;29,82;100,00;97,82;0,00;0,62
2009.0;1.0;2009-01-01;BRASPINE;BARRA GRANDE;PR;DOUTOR ULYSSES;493,79;139,68;249,60;20,32;87,20;13,80;37,59;30,29;100,00;85,14;0,00;2,04
2009.0;1.0;2009-01-01;BRASPINE;BARRA GRANDE - BEMAIS;PR;GUARAPUAVA;299,16;108,61;161,34;19,10;84,74;11,40;45,67;27,72;99,99;103,18;0,00;0,20
2009.0;1.0;2009-01-01;BRASPINE;BARRETOS;PR;JAGUARIAIVA;43,35;32,98;221,50;19,72;86,89;13,01;38,39;28,84;100,00;94,67;0,00;4,02
2009.0;1.0;2009-01-01;BRASPINE;BAU;;;;;189,38;19,08;85,19;11,35;50,39;26,89;99,89;133,50;0,00;18,30
2009.0;1.0;2009-01-01;BRASPINE;BOA VISTA II;PR;PIRAI DO SUL;944,00;535,05;215,06;19,70;86,41;12,95;38,62;28,53;99,97;93,79;0,00;0,09
2009.0;1.0;2009-01-01;BRASPINE;BRASILEIRA;;;;;240,49;19,79;87,22;13,22;38,03;29,28;100,00;96,45;0,00;4,59
2009.0;1.0;2009-01-01;BRASPINE;BURACAO;;;;;205,75;19,70;85,18;12,85;39,32;29,03;99,86;95,56;0,00;2,70
